user_id,group,adopted,reengaged,converted
2499,treatment,1,0,0
2500,control,0,0,0
2501,treatment,1,0,0
2502,treatment,0,0,0
2503,treatment,0,0,0
2504,treatment,0,0,0
2505,control,0,0,0
2506,control,1,0,0
2507,treatment,0,1,0
2508,control,1,0,0
2509,treatment,0,0,0
2510,treatment,1,0,0
2511,control,0,0,0
2512,treatment,1,0,0
2513,control,0,0,0
2514,treatment,0,0,0
2515,treatment,1,0,0
2516,treatment,0,0,0
2517,control,0,0,0
2518,control,1,0,0
2519,treatment,0,1,0
2520,treatment,0,0,0
2521,treatment,0,0,0
2522,control,0,0,0
2523,control,0,0,0
2524,control,0,0,0
2525,treatment,0,0,0
2526,control,0,0,0
2527,control,0,0,0
2528,treatment,0,0,0
2529,control,0,1,0
2530,treatment,0,0,0
2531,treatment,0,1,0
2532,treatment,0,1,0
2533,control,0,1,0
2534,control,0,0,0
2535,treatment,0,0,0
2536,treatment,0,1,0
2537,treatment,0,1,0
2538,control,0,0,0
2539,treatment,0,0,0
2540,treatment,0,1,0
2541,treatment,0,0,0
2542,treatment,0,0,0
2543,treatment,1,0,1
2544,treatment,0,0,0
2545,control,0,0,0
2546,control,0,1,0
2547,control,0,0,0
2548,control,0,0,0
2549,control,0,0,0
2550,control,0,0,0
2551,control,0,0,0
2552,control,0,0,0
2553,treatment,0,0,0
2554,treatment,0,0,0
2555,control,0,0,0
2556,treatment,0,0,0
2557,treatment,0,0,0
2558,control,0,0,0
2559,control,0,0,0
2560,treatment,0,0,0
2561,treatment,1,0,1
2562,treatment,0,0,0
2563,control,0,0,0
2564,control,0,1,0
2565,control,0,0,0
2566,control,0,0,0
2567,control,0,0,0
2568,control,0,0,0
2569,treatment,0,0,0
2570,treatment,0,0,0
2571,control,1,0,0
2572,treatment,1,0,0
2573,control,0,0,0
2574,control,0,1,0
2575,control,0,0,0
2576,treatment,0,1,0
2577,treatment,0,0,0
2578,treatment,0,0,0
2579,control,0,0,0
2580,treatment,0,0,0
2581,control,0,0,0
2582,treatment,1,0,1
2583,treatment,1,0,0
2584,control,0,0,0
2585,treatment,0,0,0
2586,treatment,0,0,0
2587,control,0,0,0
2588,treatment,1,0,1
2589,control,0,0,0
2590,treatment,0,1,0
2591,treatment,1,0,0
2592,treatment,0,0,0
2593,treatment,0,0,0
2594,treatment,0,0,0
2595,control,0,0,0
2596,treatment,0,0,0
2597,control,0,0,0
2598,control,0,0,0
2599,control,0,0,0
2600,control,0,0,0
2601,treatment,0,0,0
2602,control,0,0,0
2603,treatment,0,0,0
2604,control,0,0,0
2605,control,0,0,0
2606,treatment,0,1,0
2607,control,0,0,0
2608,control,0,0,0
2609,treatment,1,0,0
2610,control,0,0,0
2611,treatment,0,1,0
2612,control,0,0,0
2613,control,0,0,0
2614,treatment,0,0,0
2615,control,0,1,0
2616,control,0,0,0
2617,control,0,0,0
2618,control,0,0,0
2619,treatment,0,0,0
2620,control,0,0,0
2621,treatment,0,0,0
2622,treatment,1,0,0
2623,control,0,0,0
2624,treatment,0,0,0
2625,control,0,0,0
2626,treatment,0,0,0
2627,control,0,0,0
2628,treatment,1,0,0
2629,control,0,0,0
2630,control,0,0,0
2631,treatment,0,0,0
2632,treatment,0,1,0
2633,control,0,0,0
2634,control,0,0,0
2635,treatment,0,0,0
2636,treatment,0,0,0
2637,treatment,0,0,0
2638,treatment,1,0,0
2639,treatment,0,0,0
2640,treatment,0,0,0
2641,control,0,0,0
2642,control,0,0,0
2643,treatment,1,0,0
2644,treatment,1,0,0
2645,control,0,0,0
2646,control,0,0,0
2647,treatment,0,1,0
2648,treatment,0,0,0
2649,control,0,0,0
2650,control,0,0,0
2651,control,0,1,0
2652,control,0,0,0
2653,control,0,0,0
2654,control,0,0,0
2655,treatment,0,0,0
2656,control,0,0,0
2657,treatment,0,0,0
2658,treatment,0,1,0
2659,control,0,0,0
2660,treatment,1,0,0
2661,control,0,0,0
2662,treatment,0,0,0
2663,control,0,0,0
2664,treatment,0,0,0
2665,treatment,0,0,0
2666,control,0,0,0
2667,control,0,0,0
2668,treatment,1,0,0
2669,treatment,0,0,0
2670,control,0,0,0
2671,treatment,0,1,0
2672,control,0,0,0
2673,treatment,0,0,0
2674,control,0,0,0
2675,treatment,0,0,0
2676,control,0,1,0
2677,control,0,0,0
2678,control,0,0,0
2679,control,0,0,0
2680,treatment,0,0,0
2681,control,0,0,0
2682,treatment,0,1,0
2683,control,0,0,0
2684,control,0,1,0
2685,control,0,0,0
2686,control,0,0,0
2687,control,0,0,0
2688,control,0,0,0
2689,control,0,0,0
2690,control,0,0,0
2691,treatment,0,0,0
2692,treatment,0,0,0
2693,control,0,0,0
2694,control,0,0,0
2695,treatment,0,0,0
2696,treatment,0,0,0
2697,treatment,0,0,0
2698,control,0,0,0
2699,treatment,1,0,0
2700,treatment,0,0,0
2701,treatment,0,0,0
2702,treatment,0,1,0
2703,control,0,0,0
2704,control,0,0,0
2705,treatment,0,1,0
2706,treatment,1,0,0
2707,control,0,0,0
2708,control,0,0,0
2709,control,0,1,0
2710,control,0,1,0
2711,treatment,0,0,0
2712,treatment,0,0,0
2713,control,0,1,0
2714,control,0,0,0
2715,control,0,0,0
2716,control,0,0,0
2717,treatment,0,0,0
2718,treatment,0,1,0
2719,treatment,0,0,0
2720,control,0,0,0
2721,treatment,0,1,0
2722,treatment,0,1,0
2723,treatment,1,0,0
2724,control,0,0,0
2725,control,0,0,0
2726,control,0,0,0
2727,control,0,0,0
2728,control,0,0,0
2729,control,0,0,0
2730,control,0,0,0
2731,treatment,0,0,0
2732,control,0,0,0
2733,control,0,0,0
2734,treatment,0,0,0
2735,treatment,0,0,0
2736,treatment,0,1,0
2737,treatment,0,0,0
2738,treatment,0,0,0
2739,treatment,1,0,0
2740,control,0,0,0
2741,control,0,0,0
2742,control,0,0,0
2743,control,0,0,0
2744,control,0,0,0
2745,treatment,1,0,0
2746,treatment,0,0,0
2747,treatment,0,1,0
2748,control,0,0,0
2749,treatment,0,0,0
2750,treatment,0,0,0
2751,control,0,0,0
2752,treatment,0,0,0
2753,control,0,1,0
2754,control,0,0,0
2755,treatment,0,0,0
2756,control,0,0,0
2757,control,0,0,0
2758,treatment,1,0,0
2759,treatment,0,0,0
2760,control,0,0,0
2761,control,0,1,0
2762,control,0,0,0
2763,treatment,0,0,0
2764,control,0,0,0
2765,control,0,0,0
2766,treatment,0,0,0
2767,treatment,0,0,0
2768,control,0,0,0
2769,treatment,0,1,0
2770,treatment,0,1,0
2771,control,0,0,0
2772,control,0,0,0
2773,treatment,0,0,0
2774,control,0,1,0
2775,treatment,0,1,0
2776,control,0,0,0
2777,control,0,0,0
2778,control,0,0,0
2779,control,0,0,0
2780,control,0,0,0
2781,control,0,0,0
2782,treatment,1,0,0
2783,treatment,0,0,0
2784,treatment,0,0,0
2785,treatment,0,0,0
2786,control,0,0,0
2787,treatment,0,0,0
2788,control,1,0,0
2789,treatment,0,0,0
2790,treatment,0,0,0
2791,treatment,0,0,0
2792,treatment,0,0,0
2793,treatment,1,0,1
2794,control,1,0,0
2795,control,0,0,0
2796,treatment,1,0,0
2797,control,0,0,0
2798,treatment,0,1,0
2799,treatment,0,0,0
2800,control,0,0,0
2801,treatment,0,0,0
2802,treatment,0,0,0
2803,treatment,0,1,0
2804,treatment,0,0,0
2805,treatment,1,0,0
2806,treatment,1,0,0
2807,treatment,0,0,0
2808,control,0,0,0
2809,control,0,1,0
2810,treatment,0,0,0
2811,control,0,0,0
2812,treatment,0,0,0
2813,treatment,0,0,0
2814,control,0,0,0
2815,treatment,0,1,0
2816,treatment,0,0,0
2817,control,0,0,0
2818,control,1,0,0
2819,control,0,0,0
2820,control,0,0,0
2821,treatment,0,1,0
2822,control,0,0,0
2823,treatment,0,1,0
2824,control,0,0,0
2825,control,0,0,0
2826,treatment,0,1,0
2827,treatment,1,0,0
2828,control,0,0,0
2829,control,0,0,0
2830,control,0,0,0
2831,control,0,0,0
2832,treatment,0,1,0
2833,control,0,0,0
2834,control,0,0,0
2835,control,0,0,0
2836,treatment,0,0,0
2837,treatment,1,0,1
2838,control,0,1,0
2839,treatment,0,0,0
2840,control,0,0,0
2841,control,0,0,0
2842,treatment,0,0,0
2843,treatment,0,0,0
2844,treatment,0,0,0
2845,treatment,0,0,0
2846,control,0,0,0
2847,treatment,1,0,0
2848,control,0,0,0
2849,treatment,0,1,0
2850,control,0,0,0
2851,treatment,0,0,0
2852,control,0,0,0
2853,control,0,0,0
2854,treatment,0,0,0
2855,control,0,0,0
2856,treatment,0,0,0
2857,control,0,0,0
2858,control,0,0,0
2859,control,0,0,0
2860,control,0,0,0
2861,treatment,0,0,0
2862,control,1,0,0
2863,treatment,0,0,0
2864,treatment,0,1,0
2865,control,0,0,0
2866,treatment,1,0,0
2867,treatment,0,1,0
2868,treatment,0,0,0
2869,control,0,1,0
2870,control,0,0,0
2871,treatment,0,0,0
2872,treatment,1,0,0
2873,treatment,0,0,0
2874,control,0,0,0
2875,treatment,1,0,0
2876,control,0,1,0
2877,control,0,0,0
2878,control,0,0,0
2879,treatment,0,0,0
2880,control,0,0,0
2881,control,0,0,0
2882,treatment,1,0,0
2883,control,0,0,0
2884,control,0,0,0
2885,control,0,0,0
2886,treatment,0,0,0
2887,treatment,0,0,0
2888,control,0,0,0
2889,treatment,1,0,0
2890,treatment,1,0,0
2891,control,0,0,0
2892,treatment,0,0,0
2893,treatment,0,1,0
2894,treatment,1,0,0
2895,control,0,0,0
2896,treatment,0,1,0
2897,treatment,0,0,0
2898,control,0,0,0
2899,control,0,0,0
2900,control,0,0,0
2901,control,0,0,0
2902,treatment,0,0,0
2903,control,0,0,0
2904,control,0,0,0
2905,treatment,1,0,0
2906,control,0,0,0
2907,treatment,0,0,0
2908,control,0,1,0
2909,control,0,0,0
2910,control,0,0,0
2911,control,0,0,0
2912,control,1,0,0
2913,treatment,1,0,0
2914,treatment,0,0,0
2915,control,0,0,0
2916,treatment,0,0,0
2917,treatment,0,0,0
2918,treatment,0,0,0
2919,control,0,1,0
2920,control,0,0,0
2921,control,0,1,0
2922,treatment,0,0,0
2923,treatment,0,1,0
2924,control,0,0,0
2925,control,0,0,0
2926,treatment,0,1,0
2927,treatment,0,0,0
2928,treatment,0,0,0
2929,treatment,0,1,0
2930,control,0,0,0
2931,treatment,0,0,0
2932,treatment,1,0,0
2933,control,0,0,0
2934,treatment,0,0,0
2935,treatment,0,1,0
2936,control,0,0,0
2937,treatment,0,1,0
2938,treatment,0,0,0
2939,treatment,0,0,0
2940,control,0,0,0
2941,control,0,0,0
2942,treatment,0,0,0
2943,control,0,0,0
2944,treatment,1,0,0
2945,treatment,0,0,0
2946,control,0,0,0
2947,treatment,0,0,0
2948,treatment,0,0,0
2949,control,0,0,0
2950,treatment,0,1,0
2951,treatment,0,0,0
2952,treatment,1,0,1
2953,treatment,0,0,0
2954,control,0,0,0
2955,treatment,0,0,0
2956,treatment,0,0,0
2957,treatment,1,0,0
2958,treatment,1,0,0
2959,control,0,0,0
2960,treatment,1,0,0
2961,control,0,0,0
2962,control,0,0,0
2963,control,0,0,0
2964,treatment,0,1,0
2965,treatment,0,1,0
2966,treatment,0,1,0
2967,treatment,0,0,0
2968,treatment,0,0,0
2969,treatment,0,0,0
2970,control,0,0,0
2971,control,0,0,0
2972,control,0,0,0
2973,treatment,1,0,0
2974,treatment,0,0,0
2975,control,1,0,0
2976,control,0,0,0
2977,treatment,0,0,0
2978,control,0,0,0
2979,treatment,0,0,0
2980,treatment,0,0,0
2981,control,0,0,0
2982,control,0,1,0
2983,treatment,0,1,0
2984,treatment,1,0,0
2985,treatment,0,0,0
2986,treatment,1,0,0
2987,control,0,0,0
2988,treatment,0,0,0
2989,treatment,0,0,0
2990,treatment,0,0,0
2991,control,0,0,0
2992,treatment,0,0,0
2993,treatment,0,0,0
2994,control,0,0,0
2995,control,0,0,0
2996,treatment,1,0,0
2997,control,0,0,0
2998,control,0,0,0
2999,control,0,0,0
3000,treatment,0,0,0
3001,treatment,1,0,0
3002,treatment,0,0,0
3003,control,0,0,0
3004,treatment,0,0,0
3005,treatment,0,0,0
3006,treatment,0,1,0
3007,treatment,1,0,0
3008,control,1,0,0
3009,treatment,0,0,0
3010,control,0,0,0
3011,treatment,0,0,0
3012,control,0,0,0
3013,control,0,0,0
3014,control,0,0,0
3015,treatment,1,0,0
3016,control,0,0,0
3017,treatment,1,0,0
3018,control,0,0,0
3019,control,0,0,0
3020,treatment,1,0,0
3021,control,0,0,0
3022,control,0,0,0
3023,treatment,1,0,0
3024,control,0,0,0
3025,control,0,0,0
3026,control,0,1,0
3027,treatment,0,0,0
3028,treatment,0,0,0
3029,treatment,0,0,0
3030,treatment,0,0,0
3031,control,0,0,0
3032,control,0,0,0
3033,treatment,0,0,0
3034,control,0,0,0
3035,control,0,0,0
3036,control,0,0,0
3037,control,0,0,0
3038,treatment,0,0,0
3039,control,0,0,0
3040,treatment,1,0,0
3041,control,0,0,0
3042,treatment,0,0,0
3043,control,1,0,0
3044,control,0,0,0
3045,treatment,0,0,0
3046,treatment,0,0,0
3047,control,0,0,0
3048,control,0,0,0
3049,control,1,0,0
3050,control,0,0,0
3051,control,0,0,0
3052,control,0,0,0
3053,control,1,0,0
3054,control,0,0,0
3055,treatment,0,1,0
3056,treatment,0,0,0
3057,treatment,0,0,0
3058,control,0,0,0
3059,control,0,0,0
3060,treatment,0,0,0
3061,control,0,0,0
3062,control,0,0,0
3063,treatment,0,0,0
3064,treatment,1,0,0
3065,treatment,0,0,0
3066,control,0,0,0
3067,control,0,0,0
3068,treatment,0,0,0
3069,control,0,0,0
3070,treatment,0,0,0
3071,treatment,0,0,0
3072,treatment,1,0,1
3073,control,0,0,0
3074,control,0,0,0
3075,treatment,1,0,0
3076,treatment,0,1,0
3077,treatment,1,0,0
3078,control,0,0,0
3079,control,0,1,0
3080,treatment,1,0,0
3081,treatment,0,0,0
3082,treatment,0,0,0
3083,control,0,0,0
3084,treatment,0,0,0
3085,treatment,0,1,0
3086,treatment,0,1,0
3087,control,0,0,0
3088,control,1,0,0
3089,treatment,0,0,0
3090,control,0,0,0
3091,control,0,1,0
3092,treatment,0,0,0
3093,control,0,0,0
3094,treatment,0,0,0
3095,control,0,1,0
3096,treatment,1,0,0
3097,treatment,0,1,0
3098,control,0,1,0
3099,control,0,0,0
3100,control,0,0,0
3101,control,0,0,0
3102,treatment,0,0,0
3103,treatment,0,0,0
3104,control,0,0,0
3105,control,0,0,0
3106,control,0,0,0
3107,treatment,0,1,0
3108,control,0,0,0
3109,treatment,1,0,0
3110,treatment,0,0,0
3111,treatment,0,0,0
3112,control,0,0,0
3113,treatment,0,1,0
3114,control,0,0,0
3115,control,0,0,0
3116,treatment,0,0,0
3117,treatment,0,0,0
3118,control,0,0,0
3119,control,1,0,0
3120,control,0,0,0
3121,control,0,0,0
3122,control,0,0,0
3123,control,0,0,0
3124,control,0,0,0
3125,treatment,0,1,0
3126,treatment,0,1,0
3127,treatment,0,0,0
3128,control,0,0,0
3129,treatment,0,0,0
3130,treatment,0,0,0
3131,treatment,0,0,0
3132,treatment,0,0,0
3133,treatment,0,0,0
3134,treatment,0,0,0
3135,control,0,0,0
3136,treatment,1,0,0
3137,treatment,1,0,0
3138,treatment,0,0,0
3139,treatment,1,0,0
3140,control,0,0,0
3141,control,1,0,0
3142,treatment,0,0,0
3143,treatment,0,1,0
3144,treatment,0,0,0
3145,control,0,0,0
3146,control,0,0,0
3147,treatment,1,0,0
3148,treatment,0,0,0
3149,treatment,0,0,0
3150,control,0,0,0
3151,treatment,0,1,0
3152,control,0,0,0
3153,treatment,0,0,0
3154,control,0,0,0
3155,control,0,0,0
3156,treatment,0,0,0
3157,treatment,0,0,0
3158,control,0,1,0
3159,treatment,1,0,0
3160,control,0,0,0
3161,control,0,0,0
3162,control,0,0,0
3163,control,0,0,0
3164,treatment,0,0,0
3165,control,0,0,0
3166,control,0,0,0
3167,treatment,0,0,0
3168,control,0,0,0
3169,treatment,0,1,0
3170,control,0,0,0
3171,treatment,0,0,0
3172,control,0,0,0
3173,control,0,0,0
3174,control,0,0,0
3175,control,0,0,0
3176,control,0,0,0
3177,treatment,1,0,1
3178,treatment,0,0,0
3179,treatment,0,0,0
3180,treatment,0,1,0
3181,control,0,0,0
3182,control,0,0,0
3183,control,0,0,0
3184,control,0,0,0
3185,treatment,0,1,0
3186,treatment,1,0,0
3187,control,0,0,0
3188,control,0,0,0
3189,treatment,1,0,0
3190,treatment,1,0,0
3191,control,0,0,0
3192,treatment,0,0,0
3193,treatment,0,0,0
3194,control,0,1,0
3195,control,0,0,0
3196,treatment,1,0,1
3197,treatment,1,0,0
3198,treatment,0,1,0
3199,control,0,0,0
3200,control,0,0,0
3201,treatment,0,0,0
3202,treatment,0,1,0
3203,control,0,0,0
3204,treatment,1,0,1
3205,treatment,0,1,0
3206,treatment,1,0,0
3207,treatment,0,0,0
3208,treatment,1,0,0
3209,control,0,0,0
3210,treatment,1,0,0
3211,control,0,0,0
3212,treatment,0,1,0
3213,control,0,0,0
3214,treatment,1,0,0
3215,control,0,0,0
3216,control,0,0,0
3217,control,0,0,0
3218,control,0,0,0
3219,treatment,1,0,0
3220,treatment,0,0,0
3221,treatment,0,0,0
3222,control,1,0,0
3223,control,0,0,0
3224,control,0,0,0
3225,control,0,0,0
3226,treatment,0,0,0
3227,control,0,0,0
3228,control,0,0,0
3229,control,0,0,0
3230,control,0,0,0
3231,treatment,0,0,0
3232,treatment,0,0,0
3233,control,0,0,0
3234,control,0,0,0
3235,control,0,0,0
3236,control,0,0,0
3237,control,0,0,0
3238,treatment,0,0,0
3239,treatment,1,0,0
3240,treatment,1,0,0
3241,control,0,0,0
3242,control,0,0,0
3243,treatment,0,0,0
3244,treatment,0,0,0
3245,treatment,0,0,0
3246,control,0,0,0
3247,treatment,0,0,0
3248,control,0,0,0
3249,treatment,0,0,0
3250,treatment,0,0,0
3251,treatment,0,0,0
3252,control,0,0,0
3253,treatment,0,1,0
3254,control,0,0,0
3255,control,0,0,0
3256,control,0,0,0
3257,treatment,0,0,0
3258,control,0,0,0
3259,control,0,0,0
3260,treatment,0,1,0
3261,control,0,0,0
3262,treatment,0,0,0
3263,control,0,0,0
3264,control,0,0,0
3265,treatment,0,1,0
3266,control,1,0,0
3267,control,0,0,0
3268,treatment,0,0,0
3269,treatment,1,0,1
3270,treatment,1,0,0
3271,control,0,1,0
3272,control,0,0,0
3273,treatment,0,0,0
3274,treatment,0,1,0
3275,treatment,0,0,0
3276,treatment,0,0,0
3277,treatment,0,0,0
3278,control,0,0,0
3279,control,0,0,0
3280,treatment,1,0,0
3281,control,0,0,0
3282,control,0,1,0
3283,treatment,0,0,0
3284,treatment,0,0,0
3285,control,0,0,0
3286,control,1,0,0
3287,control,0,0,0
3288,treatment,0,0,0
3289,treatment,0,0,0
3290,control,0,0,0
3291,control,0,0,0
3292,treatment,0,0,0
3293,control,0,0,0
3294,treatment,0,1,0
3295,treatment,0,0,0
3296,control,0,0,0
3297,treatment,1,0,0
3298,control,0,0,0
3299,control,0,0,0
3300,treatment,0,0,0
3301,control,0,0,0
3302,treatment,0,0,0
3303,treatment,0,0,0
3304,control,0,0,0
3305,control,0,0,0
3306,control,0,0,0
3307,control,0,1,0
3308,control,0,0,0
3309,control,0,1,0
3310,control,0,0,0
3311,treatment,0,0,0
3312,treatment,0,0,0
3313,treatment,0,0,0
3314,control,0,0,0
3315,control,0,0,0
3316,treatment,0,0,0
3317,control,0,0,0
3318,control,0,0,0
3319,treatment,1,0,0
3320,treatment,0,0,0
3321,treatment,0,0,0
3322,control,0,0,0
3323,treatment,0,0,0
3324,treatment,0,0,0
3325,treatment,0,1,0
3326,treatment,0,0,0
3327,treatment,0,0,0
3328,treatment,0,0,0
3329,control,0,0,0
3330,treatment,1,0,0
3331,treatment,0,0,0
3332,treatment,0,0,0
3333,control,0,0,0
3334,control,0,0,0
3335,treatment,0,0,0
3336,treatment,0,0,0
3337,treatment,1,0,1
3338,treatment,0,0,0
3339,treatment,0,0,0
3340,treatment,0,0,0
3341,treatment,1,0,0
3342,treatment,0,0,0
3343,treatment,0,1,0
3344,control,0,0,0
3345,control,0,0,0
3346,treatment,0,0,0
3347,control,0,0,0
3348,control,0,0,0
3349,control,0,1,0
3350,control,0,0,0
3351,control,0,0,0
3352,control,0,0,0
3353,treatment,1,0,0
3354,treatment,0,0,0
3355,control,0,0,0
3356,control,0,0,0
3357,treatment,0,0,0
3358,control,1,0,0
3359,treatment,1,0,0
3360,treatment,0,0,0
3361,treatment,0,0,0
3362,control,0,0,0
3363,treatment,0,0,0
3364,control,0,0,0
3365,treatment,0,0,0
3366,treatment,0,0,0
3367,control,0,1,0
3368,control,0,0,0
3369,control,0,0,0
3370,treatment,0,1,0
3371,control,0,0,0
3372,treatment,0,0,0
3373,control,0,0,0
3374,treatment,0,0,0
3375,treatment,0,0,0
3376,treatment,0,0,0
3377,treatment,1,0,1
3378,control,1,0,0
3379,control,0,0,0
3380,treatment,1,0,0
3381,control,0,0,0
3382,control,0,0,0
3383,control,0,0,0
3384,control,0,0,0
3385,control,0,0,0
3386,treatment,0,0,0
3387,control,0,0,0
3388,treatment,0,0,0
3389,control,0,0,0
3390,treatment,0,0,0
3391,control,0,0,0
3392,treatment,0,0,0
3393,treatment,0,0,0
3394,control,0,0,0
3395,treatment,0,0,0
3396,treatment,0,0,0
3397,treatment,0,0,0
3398,treatment,0,1,0
3399,control,0,0,0
3400,treatment,0,0,0
3401,control,1,0,0
3402,control,0,0,0
3403,treatment,0,0,0
3404,control,0,0,0
3405,treatment,0,0,0
3406,treatment,0,0,0
3407,treatment,0,0,0
3408,treatment,1,0,0
3409,control,0,0,0
3410,control,0,0,0
3411,control,0,1,0
3412,control,0,0,0
3413,control,0,0,0
3414,control,0,0,0
3415,treatment,1,0,0
3416,treatment,0,1,0
3417,control,0,1,0
3418,treatment,1,0,0
3419,control,0,0,0
3420,control,0,0,0
3421,treatment,1,0,0
3422,treatment,0,0,0
3423,treatment,1,0,1
3424,control,0,0,0
3425,treatment,1,0,0
3426,treatment,1,0,0
3427,treatment,0,0,0
3428,treatment,1,0,0
3429,treatment,0,0,0
3430,treatment,0,0,0
3431,treatment,0,0,0
3432,treatment,1,0,0
3433,treatment,0,0,0
3434,control,0,0,0
3435,treatment,0,0,0
3436,control,1,0,0
3437,control,0,0,0
3438,treatment,1,0,0
3439,treatment,1,0,0
3440,treatment,0,0,0
3441,control,0,0,0
3442,treatment,0,0,0
3443,control,0,0,0
3444,treatment,1,0,0
3445,treatment,0,0,0
3446,treatment,1,0,0
3447,treatment,0,1,0
3448,treatment,0,1,0
3449,treatment,1,0,0
3450,control,0,0,0
3451,control,0,0,0
3452,treatment,0,0,0
3453,treatment,1,0,1
3454,control,0,0,0
3455,treatment,0,0,0
3456,control,0,0,0
3457,treatment,0,0,0
3458,treatment,0,0,0
3459,treatment,1,0,0
3460,treatment,0,0,0
3461,control,1,0,0
3462,control,0,0,0
3463,treatment,0,0,0
3464,treatment,1,0,0
3465,control,0,0,0
3466,treatment,0,1,0
3467,control,0,1,0
3468,treatment,1,0,0
3469,treatment,0,0,0
3470,control,0,0,0
3471,control,0,0,0
3472,treatment,0,1,0
3473,treatment,0,0,0
3474,treatment,0,0,0
3475,treatment,0,0,0
3476,treatment,0,0,0
3477,treatment,0,0,0
3478,treatment,0,0,0
3479,control,0,0,0
3480,control,0,0,0
3481,control,0,0,0
3482,treatment,0,0,0
3483,control,0,0,0
3484,treatment,0,1,0
3485,treatment,1,0,0
3486,treatment,1,0,0
3487,control,0,0,0
3488,control,0,0,0
3489,control,0,0,0
3490,control,0,0,0
3491,control,0,0,0
3492,treatment,0,0,0
3493,treatment,0,0,0
3494,treatment,0,0,0
3495,treatment,0,0,0
3496,control,0,0,0
3497,treatment,1,0,0
3498,treatment,0,0,0
3499,control,0,0,0
3500,treatment,0,0,0
3501,control,0,0,0
3502,treatment,0,0,0
3503,treatment,0,1,0
3504,control,0,0,0
3505,treatment,0,0,0
3506,treatment,1,0,0
3507,treatment,0,0,0
3508,control,0,0,0
3509,treatment,0,0,0
3510,control,0,0,0
3511,control,0,0,0
3512,control,0,0,0
3513,treatment,0,0,0
3514,treatment,0,0,0
3515,treatment,0,0,0
3516,treatment,0,1,0
3517,control,0,0,0
3518,control,0,0,0
3519,control,0,0,0
3520,control,0,0,0
3521,control,0,0,0
3522,control,0,0,0
3523,control,0,0,0
3524,control,0,0,0
3525,control,0,0,0
3526,control,0,0,0
3527,treatment,1,0,0
3528,treatment,0,0,0
3529,treatment,0,0,0
3530,control,0,0,0
3531,control,0,1,0
3532,treatment,0,1,0
3533,control,0,0,0
3534,control,0,0,0
3535,control,0,0,0
3536,control,0,0,0
3537,control,0,0,0
3538,control,0,0,0
3539,treatment,1,0,0
3540,control,0,0,0
3541,control,0,0,0
3542,treatment,1,0,0
3543,control,0,0,0
3544,control,0,0,0
3545,treatment,0,0,0
3546,control,0,0,0
3547,control,0,0,0
3548,control,0,0,0
3549,control,0,0,0
3550,treatment,0,0,0
3551,treatment,0,0,0
3552,control,0,0,0
3553,treatment,1,0,0
3554,treatment,0,0,0
3555,control,0,0,0
3556,treatment,0,1,0
3557,control,0,0,0
3558,control,0,0,0
3559,control,0,0,0
3560,control,0,0,0
3561,control,0,0,0
3562,treatment,0,0,0
3563,control,0,0,0
3564,control,0,0,0
3565,control,0,0,0
3566,treatment,0,1,0
3567,treatment,0,0,0
3568,treatment,0,1,0
3569,treatment,1,0,0
3570,treatment,1,0,0
3571,control,0,1,0
3572,treatment,0,0,0
3573,treatment,1,0,0
3574,treatment,0,0,0
3575,treatment,0,0,0
3576,control,0,0,0
3577,control,0,0,0
3578,control,0,0,0
3579,treatment,1,0,1
3580,control,0,0,0
3581,control,0,0,0
3582,treatment,0,0,0
3583,control,0,0,0
3584,treatment,1,0,0
3585,control,0,0,0
3586,control,0,0,0
3587,control,0,0,0
3588,treatment,0,0,0
3589,control,0,0,0
3590,control,0,0,0
3591,treatment,0,0,0
3592,control,0,0,0
3593,treatment,1,0,0
3594,treatment,1,0,0
3595,control,0,0,0
3596,treatment,0,0,0
3597,control,0,0,0
3598,treatment,0,0,0
3599,control,0,0,0
3600,treatment,1,0,0
3601,control,0,0,0
3602,treatment,0,0,0
3603,control,0,0,0
3604,control,0,0,0
3605,control,0,0,0
3606,control,0,0,0
3607,treatment,0,1,0
3608,control,0,0,0
3609,treatment,0,0,0
3610,treatment,0,1,0
3611,treatment,0,0,0
3612,control,0,0,0
3613,control,0,0,0
3614,treatment,0,0,0
3615,control,0,0,0
3616,control,0,1,0
3617,treatment,0,0,0
3618,treatment,0,0,0
3619,treatment,0,0,0
3620,control,0,0,0
3621,treatment,0,0,0
3622,control,0,0,0
3623,control,0,0,0
3624,treatment,0,0,0
3625,control,0,0,0
3626,control,0,0,0
3627,control,0,0,0
3628,treatment,0,0,0
3629,treatment,1,0,0
3630,treatment,1,0,0
3631,treatment,0,0,0
3632,control,0,0,0
3633,control,0,0,0
3634,control,0,0,0
3635,control,0,0,0
3636,control,0,0,0
3637,treatment,1,0,0
3638,control,0,0,0
3639,control,0,0,0
3640,control,0,0,0
3641,control,0,0,0
3642,treatment,0,0,0
3643,control,0,0,0
3644,control,0,0,0
3645,treatment,0,0,0
3646,control,0,0,0
3647,control,0,0,0
3648,control,0,0,0
3649,treatment,0,0,0
3650,treatment,0,0,0
3651,treatment,0,0,0
3652,control,0,1,0
3653,treatment,0,0,0
3654,control,0,0,0
3655,control,0,0,0
3656,control,1,0,0
3657,control,0,0,0
3658,treatment,0,0,0
3659,treatment,0,1,0
3660,treatment,0,0,0
3661,treatment,1,0,0
3662,treatment,0,0,0
